Inverted Pendulum (Datalogger K)

Sampling interval = 2.5mS
Logging time (s) = 5
Zoomlevel = 10

Inverted state of displayed channels:
CD False
CP False
CV False
PP False
PV False
_____________________________________________

Time,CD,CP,CV,PP,PV
0.2600,2070,2063,2051,2031,2044
0.2625,2071,2063,2052,2031,2043
0.2650,2070,2063,2050,2030,2044
0.2675,2071,2063,2050,2031,2043
0.2700,2070,2063,2050,2031,2044
0.2725,2070,2063,2050,2030,2044
0.2750,2071,2063,2051,2031,2043
0.2775,2071,2062,2050,2031,2043
0.2800,2071,2063,2050,2031,2044
0.2825,2070,2063,2049,2030,2044
0.2850,2070,2062,2050,2031,2043
0.2875,2070,2063,2051,2031,2043
0.2900,2070,2064,2050,2030,2044
0.2925,2070,2063,2050,2030,2043
0.2950,2070,2064,2050,2030,2044
0.2975,2070,2062,2050,2031,2044
0.3000,2070,2063,2051,2031,2043
0.3025,2071,2063,2049,2030,2044
0.3050,2071,2063,2050,2031,2044
0.3075,2070,2063,2050,2031,2044
0.3100,2070,2063,2050,2031,2044
0.3125,2071,2062,2051,2030,2044
0.3150,2070,2064,2050,2031,2044
0.3175,2071,2062,2049,2031,2043
0.3200,2071,2063,2050,2031,2043
0.3225,2070,2063,2050,2031,2044
0.3250,2070,2063,2052,2031,2044
0.3275,2070,2063,2050,2031,2044
0.3300,2070,2064,2050,2030,2044
0.3325,2071,2063,2050,2031,2044
0.3350,2070,2063,2050,2030,2043
0.3375,2071,2063,2052,2031,2043
0.3400,2071,2063,2050,2031,2043
0.3425,2070,2062,2050,2030,2044
0.3450,2071,2063,2050,2030,2043
0.3475,2070,2063,2051,2031,2043
0.3500,2070,2063,2052,2031,2044
0.3525,2070,2063,2050,2031,2043
0.3550,2070,2064,2050,2030,2043
0.3575,2070,2062,2050,2030,2044
0.3600,2070,2063,2050,2031,2044
0.3625,2070,2063,2051,2031,2043
0.3650,2070,2063,2050,2031,2044
0.3675,2868,2064,2050,2030,2043
0.3700,2874,2063,2038,2031,2044
0.3725,2874,2064,2015,2030,2043
0.3750,2874,2064,1987,2031,2044
0.3775,2874,2064,1973,2030,2058
0.3800,2874,2065,1975,2032,2090
0.3825,2874,2065,1982,2033,2134
0.3850,2875,2066,1981,2034,2176
0.3875,2874,2068,1969,2037,2213
0.3900,2874,2068,1946,2039,2246
0.3925,2874,2070,1918,2042,2274
0.3950,2875,2071,1895,2046,2300
0.3975,2874,2075,1888,2048,2330
0.4000,2874,2078,1884,2052,2355
0.4025,2874,2079,1882,2056,2381
0.4050,2874,2080,1881,2060,2403
0.4075,2874,2081,1873,2064,2421
0.4100,2874,2083,1863,2069,2435
0.4125,2874,2085,1852,2077,2442
0.4150,2874,2087,1846,2080,2449
0.4175,2874,2090,1843,2084,2462
0.4200,2874,2092,1843,2089,2464
0.4225,2874,2094,1847,2094,2467
0.4250,2874,2097,1851,2100,2470
0.4275,2874,2099,1849,2104,2468
0.4300,2874,2101,1844,2108,2465
0.4325,2874,2103,1844,2113,2462
0.4350,2874,2106,1847,2119,2453
0.4375,2874,2108,1851,2124,2447
0.4400,2874,2111,1854,2129,2442
0.4425,2874,2113,1854,2134,2434
0.4450,2874,2116,1853,2141,2424
0.4475,2874,2118,1854,2144,2415
0.4500,2874,2121,1861,2146,2405
0.4525,2874,2123,1864,2151,2399
0.4550,2875,2126,1867,2155,2386
0.4575,2874,2128,1870,2159,2376
0.4600,2875,2131,1871,2163,2364
0.4625,2874,2134,1873,2167,2354
0.4650,2875,2137,1873,2170,2343
0.4675,2874,2141,1878,2175,2336
0.4700,2875,2143,1885,2177,2320
0.4725,2874,2144,1888,2179,2309
0.4750,2874,2145,1890,2182,2298
0.4775,2874,2146,1890,2186,2285
0.4800,2874,2149,1891,2188,2274
0.4825,2874,2151,1892,2191,2260
0.4850,2874,2152,1896,2194,2248
0.4875,2874,2154,1901,2196,2236
0.4900,2874,2156,1904,2199,2226
0.4925,2874,2158,1908,2204,2213
0.4950,2874,2160,1911,2206,2203
0.4975,2874,2162,1915,2207,2189
0.5000,2874,2165,1918,2208,2177
0.5025,2874,2167,1919,2208,2165
0.5050,2874,2168,1920,2209,2155
0.5075,2874,2169,1921,2209,2144
0.5100,2874,2172,1922,2210,2131
0.5125,2874,2173,1928,2211,2122
0.5150,2874,2176,1930,2212,2111
0.5175,2874,2176,1933,2212,2097
0.5200,2875,2177,1934,2212,2078
0.5225,2874,2178,1936,2212,2058
0.5250,2874,2180,1938,2214,2048
0.5275,2875,2181,1938,2212,2039
0.5300,2874,2183,1941,2211,2028
0.5325,2874,2184,1944,2212,2016
0.5350,2875,2185,1950,2211,2003
0.5375,2874,2187,1951,2211,1990
0.5400,2874,2188,1951,2210,1976
0.5425,2874,2188,1951,2209,1964
0.5450,2874,2190,1952,2209,1953
0.5475,2875,2191,1952,2208,1941
0.5500,2874,2193,1954,2207,1930
0.5525,2874,2194,1955,2207,1920
0.5550,2875,2197,1956,2205,1910
0.5575,2875,2197,1957,2201,1900
0.5600,2874,2199,1957,2199,1890
0.5625,2874,2201,1958,2196,1884
0.5650,2874,2202,1957,2193,1873
0.5675,2874,2206,1957,2191,1866
0.5700,2874,2207,1956,2189,1859
0.5725,2874,2208,1956,2187,1851
0.5750,2874,2208,1959,2185,1846
0.5775,2875,2208,1957,2183,1840
0.5800,2874,2209,1958,2180,1834
0.5825,2874,2209,1958,2178,1829
0.5850,2874,2210,1958,2176,1825
0.5875,2874,2211,1959,2174,1823
0.5900,2874,2213,1957,2170,1818
0.5925,2874,2213,1955,2167,1811
0.5950,2875,2214,1953,2164,1806
0.5975,2874,2216,1953,2161,1802
0.6000,2874,2216,1953,2159,1797
0.6025,2874,2218,1952,2156,1794
0.6050,2874,2219,1952,2152,1791
0.6075,2874,2221,1952,2149,1787
0.6100,2874,2222,1952,2146,1786
0.6125,2874,2223,1951,2144,1783
0.6150,2874,2224,1948,2143,1780
0.6175,2875,2226,1945,2140,1777
0.6200,2874,2228,1938,2133,1773
0.6225,2875,2229,1937,2130,1770
0.6250,2874,2230,1936,2128,1769
0.6275,2874,2231,1936,2123,1767
0.6300,2875,2233,1936,2120,1766
0.6325,2874,2234,1937,2116,1765
0.6350,2874,2236,1938,2112,1764
0.6375,2874,2236,1940,2110,1763
0.6400,2874,2237,1938,2106,1766
0.6425,2874,2239,1936,2103,1766
0.6450,2874,2241,1933,2101,1764
0.6475,2875,2242,1930,2097,1765
0.6500,2874,2245,1928,2093,1764
0.6525,2874,2245,1923,2090,1763
0.6550,2874,2247,1921,2087,1763
0.6575,2875,2248,1920,2084,1765
0.6600,2875,2250,1921,2081,1765
0.6625,2874,2251,1923,2079,1768
0.6650,2874,2254,1922,2077,1769
0.6675,2874,2255,1922,2072,1771
0.6700,2874,2256,1921,2067,1775
0.6725,2874,2257,1920,2064,1776
0.6750,2874,2260,1916,2061,1779
0.6775,2874,2263,1910,2057,1779
0.6800,2874,2266,1908,2055,1784
0.6825,2874,2268,1907,2051,1785
0.6850,2874,2270,1907,2049,1788
0.6875,2874,2272,1908,2046,1790
0.6900,2874,2273,1903,2043,1795
0.6925,2874,2273,1901,2041,1797
0.6950,2874,2274,1899,2037,1798
0.6975,2874,2276,1897,2035,1803
0.7000,2874,2278,1898,2032,1805
0.7025,2874,2280,1896,2029,1806
0.7050,2874,2282,1894,2026,1812
0.7075,2874,2283,1893,2024,1813
0.7100,2874,2285,1891,2021,1815
0.7125,2874,2287,1891,2019,1822
0.7150,2874,2290,1888,2016,1824
0.7175,2874,2292,1888,2015,1824
0.7200,2874,2293,1889,2014,1828
0.7225,2874,2296,1889,2011,1832
0.7250,2874,2297,1891,2005,1838
0.7275,2875,2299,1889,2002,1842
0.7300,2874,2301,1888,2000,1845
0.7325,2874,2302,1886,1998,1847
0.7350,2875,2306,1880,1996,1850
0.7375,2874,2308,1879,1994,1855
0.7400,2874,2310,1877,1992,1857
0.7425,2874,2313,1878,1990,1864
0.7450,2874,2314,1879,1988,1868
0.7475,2874,2316,1879,1985,1874
0.7500,2874,2318,1879,1983,1882
0.7525,2874,2321,1875,1980,1886
0.7550,2875,2322,1873,1979,1889
0.7575,2874,2326,1871,1978,1891
0.7600,2875,2330,1869,1976,1896
0.7625,2874,2332,1869,1975,1901
0.7650,2874,2335,1870,1973,1904
0.7675,2874,2336,1869,1971,1910
0.7700,2874,2338,1867,1969,1917
0.7725,2874,2339,1865,1968,1919
0.7750,2874,2341,1864,1967,1922
0.7775,2874,2344,1864,1966,1927
0.7800,2874,2346,1864,1964,1928
0.7825,2874,2348,1865,1963,1934
0.7850,2874,2350,1865,1961,1938
0.7875,2874,2354,1864,1960,1945
0.7900,2874,2355,1861,1959,1947
0.7925,2874,2358,1860,1958,1951
0.7950,2874,2360,1861,1957,1952
0.7975,2874,2362,1863,1956,1956
0.8000,2874,2364,1866,1955,1958
0.8025,2874,2367,1865,1954,1962
0.8050,2874,2368,1865,1953,1967
0.8075,2874,2372,1864,1953,1971
0.8100,2874,2374,1862,1953,1973
0.8125,2874,2377,1863,1952,1977
0.8150,2875,2378,1861,1952,1979
0.8175,2875,2381,1861,1952,1980
0.8200,2874,2384,1861,1951,1984
0.8225,2875,2386,1862,1951,1988
0.8250,2874,2388,1863,1951,1992
0.8275,2875,2392,1863,1951,1993
0.8300,2874,2396,1863,1950,1996
0.8325,2874,2398,1864,1948,1999
0.8350,2874,2400,1864,1950,2004
0.8375,2874,2400,1867,1949,2009
0.8400,2874,2402,1866,1948,2012
0.8425,2874,2404,1866,1947,2015
0.8450,2874,2406,1865,1948,2015
0.8475,2874,2409,1864,1948,2016
0.8500,2874,2411,1865,1948,2016
0.8525,2874,2414,1865,1947,2016
0.8550,2874,2416,1866,1947,2016
0.8575,2874,2419,1867,1947,2017
0.8600,2874,2420,1867,1947,2017
0.8625,2875,2422,1867,1947,2017
0.8650,2874,2426,1865,1947,2017
0.8675,2874,2429,1865,1947,2020
0.8700,2874,2431,1867,1947,2026
0.8725,2874,2433,1867,1947,2031
0.8750,2874,2435,1868,1948,2035
0.8775,2874,2436,1868,1948,2040
0.8800,2874,2439,1868,1948,2045
0.8825,2874,2441,1868,1949,2049
0.8850,2874,2443,1870,1950,2052
0.8875,2874,2445,1872,1951,2056
0.8900,2874,2448,1873,1949,2059
0.8925,2874,2450,1875,1950,2064
0.8950,2874,2453,1876,1951,2068
0.8975,2874,2454,1876,1951,2077
0.9000,2874,2460,1877,1952,2080
0.9025,2874,2462,1873,1951,2080
0.9050,2874,2464,1872,1952,2082
0.9075,2874,2465,1874,1951,2083
0.9100,2875,2466,1876,1952,2085
0.9125,2874,2468,1880,1953,2089
0.9150,2874,2469,1884,1953,2091
0.9175,2875,2472,1886,1953,2093
0.9200,2874,2474,1888,1953,2097
0.9225,2874,2475,1888,1954,2098
0.9250,2875,2478,1888,1954,2100
0.9275,2874,2481,1888,1955,2102
0.9300,2874,2483,1888,1955,2104
0.9325,2874,2484,1888,1956,2103
0.9350,2874,2486,1889,1957,2104
0.9375,2874,2489,1891,1958,2103
0.9400,2874,2490,1890,1959,2107
0.9425,2874,2492,1890,1960,2107
0.9450,2874,2494,1890,1960,2107
0.9475,2874,2496,1891,1961,2107
0.9500,2875,2500,1894,1961,2106
0.9525,2875,2500,1893,1962,2108
0.9550,2875,2503,1895,1963,2108
0.9575,2874,2505,1896,1964,2108
0.9600,2874,2507,1898,1965,2108
0.9625,2874,2509,1900,1965,2108
0.9650,2874,2511,1899,1966,2110
0.9675,2875,2513,1901,1966,2109
0.9700,2874,2514,1901,1967,2109
0.9725,2874,2517,1903,1969,2108
0.9750,2874,2520,1904,1970,2108
0.9775,2874,2523,1906,1969,2111
0.9800,2874,2525,1909,1971,2110
0.9825,2874,2527,1910,1972,2111
0.9850,2874,2528,1911,1973,2111
0.9875,2874,2529,1913,1973,2113
0.9900,2875,2530,1911,1974,2114
0.9925,2874,2531,1910,1975,2112
0.9950,2874,2533,1911,1976,2112
0.9975,2874,2536,1915,1977,2110
1.0000,2874,2537,1919,1978,2113
1.0025,2874,2537,1920,1978,2113
1.0050,2874,2539,1921,1979,2113
1.0075,2874,2541,1921,1980,2113
1.0100,2874,2543,1920,1980,2110
1.0125,2874,2545,1922,1980,2111
1.0150,2874,2546,1922,1982,2110
1.0175,2875,2547,1924,1983,2110
1.0200,2874,2551,1925,1983,2111
1.0225,2874,2551,1925,1984,2108
1.0250,2875,2553,1927,1987,2109
1.0275,2874,2554,1925,1986,2109
1.0300,2875,2556,1927,1987,2107
1.0325,2874,2557,1929,1988,2107
1.0350,2874,2559,1931,1988,2106
1.0375,2874,2560,1932,1990,2107
1.0400,2874,2561,1930,1990,2107
1.0425,2874,2564,1932,1992,2105
1.0450,2874,2564,1932,1991,2103
1.0475,2874,2566,1933,1992,2103
1.0500,2874,2567,1936,1993,2101
1.0525,2874,2568,1937,1993,2102
1.0550,2874,2570,1938,1994,2102
1.0575,2874,2571,1937,1995,2101
1.0600,2874,2573,1939,1996,2100
1.0625,2874,2574,1942,1996,2100
1.0650,2874,2576,1941,1997,2097
1.0675,2874,2577,1945,1998,2098
1.0700,2875,2579,1948,1999,2100
1.0725,2874,2580,1948,2000,2099
1.0750,2874,2582,1950,2000,2097
1.0775,2874,2584,1949,2001,2097
1.0800,2874,2585,1950,2001,2095
1.0825,2874,2589,1951,2002,2094
1.0850,2874,2590,1952,2002,2094
1.0875,2874,2592,1953,2002,2095
1.0900,2874,2592,1952,2003,2092
1.0925,2874,2592,1953,2004,2091
1.0950,2874,2593,1955,2005,2091
1.0975,2874,2593,1957,2005,2090
1.1000,2874,2595,1959,2008,2089
1.1025,2874,2595,1957,2008,2089
1.1050,2874,2597,1956,2009,2090
1.1075,2874,2598,1956,2008,2089
1.1100,2874,2599,1956,2009,2087
1.1125,2874,2600,1961,2010,2083
1.1150,2874,2601,1962,2012,2082
1.1175,2874,2603,1964,2012,2081
1.1200,2875,2603,1963,2013,2081
1.1225,2874,2604,1962,2013,2080
1.1250,2874,2606,1963,2014,2079
1.1275,2874,2606,1964,2014,2077
1.1300,2874,2608,1968,2014,2076
1.1325,2874,2608,1971,2015,2074
1.1350,2875,2610,1973,2015,2074
1.1375,2874,2612,1973,2015,2074
1.1400,2874,2613,1969,2015,2074
1.1425,2874,2613,1967,2016,2073
1.1450,2874,2614,1969,2015,2070
1.1475,2874,2615,1971,2016,2067
1.1500,2874,2616,1976,2016,2065
1.1525,2875,2617,1977,2015,2063
1.1550,2874,2618,1978,2016,2062
1.1575,2874,2619,1978,2016,2061
1.1600,2874,2620,1977,2016,2060
1.1625,2874,2621,1978,2016,2059
1.1650,2874,2621,1976,2016,2059
1.1675,2874,2623,1978,2016,2059
1.1700,2874,2623,1979,2016,2058
1.1725,2874,2624,1980,2016,2058
1.1750,2874,2625,1982,2016,2058
1.1775,2874,2627,1982,2016,2058
1.1800,2874,2628,1983,2016,2057
1.1825,2874,2630,1983,2016,2058
1.1850,2874,2629,1982,2016,2057
1.1875,2874,2629,1981,2017,2056
1.1900,2874,2631,1983,2016,2055
1.1925,2874,2632,1982,2016,2054
1.1950,2874,2632,1983,2016,2053
1.1975,2874,2633,1985,2017,2052
1.2000,2874,2634,1985,2017,2052
1.2025,2874,2635,1984,2017,2052
1.2050,2874,2636,1984,2017,2052
1.2075,2874,2637,1983,2016,2051
1.2100,2874,2637,1984,2017,2051
1.2125,2874,2638,1985,2017,2051
1.2150,2874,2639,1987,2017,2051
1.2175,2874,2640,1989,2017,2051
1.2200,2874,2641,1991,2017,2050
1.2225,2874,2642,1991,2016,2051
1.2250,2874,2642,1989,2017,2050
1.2275,2874,2642,1986,2017,2051
1.2300,2874,2644,1984,2017,2051
1.2325,2874,2646,1984,2016,2050
1.2350,2874,2647,1985,2016,2050
1.2375,2874,2647,1990,2017,2051
1.2400,2875,2649,1991,2017,2050
1.2425,2874,2650,1993,2017,2049
1.2450,2874,2652,1992,2017,2049
1.2475,2874,2652,1991,2017,2049
1.2500,2874,2654,1990,2017,2048
1.2525,2874,2655,1988,2017,2048
1.2550,2874,2655,1988,2017,2048
1.2575,2874,2656,1990,2017,2048
1.2600,2875,2656,1993,2017,2048
1.2625,2874,2657,1996,2017,2048
1.2650,2874,2656,1995,2017,2048
1.2675,2874,2656,1993,2017,2048
1.2700,2874,2657,1991,2018,2049
1.2725,2874,2657,1991,2017,2049
1.2750,2874,2659,1992,2017,2049
1.2775,2874,2659,1993,2018,2050
1.2800,2874,2660,1994,2017,2050
1.2825,2874,2660,1995,2018,2051
1.2850,2874,2660,1994,2018,2050
1.2875,2874,2662,1995,2018,2050
1.2900,2874,2662,1995,2018,2050
1.2925,2874,2663,1995,2018,2051
1.2950,2874,2664,1995,2018,2050
1.2975,2874,2664,1994,2018,2050
1.3000,2874,2665,1995,2018,2051
1.3025,2874,2665,1995,2018,2051
1.3050,2874,2666,1997,2017,2050
1.3075,2874,2666,1999,2018,2050
1.3100,2874,2668,2000,2018,2051
1.3125,2874,2668,2001,2019,2050
1.3150,2874,2669,1999,2018,2051
1.3175,2874,2669,1998,2018,2050
1.3200,2874,2670,1999,2018,2051
1.3225,2874,2671,1998,2018,2050
1.3250,2874,2671,2000,2019,2051
1.3275,2874,2672,2001,2018,2050
1.3300,2874,2673,2001,2017,2051
1.3325,2874,2674,2001,2018,2050
1.3350,2875,2674,2001,2018,2051
1.3375,2874,2674,2001,2019,2050
1.3400,2874,2675,2000,2019,2051
1.3425,2874,2677,2000,2018,2051
1.3450,2874,2677,2001,2018,2051
1.3475,2874,2677,2003,2018,2050
1.3500,2874,2677,2005,2018,2050
1.3525,2874,2679,2003,2018,2051
1.3550,2874,2679,2001,2018,2051
1.3575,2874,2679,2001,2019,2050
1.3600,2874,2680,2000,2018,2050
1.3625,2874,2683,2002,2018,2050
1.3650,2874,2682,2001,2019,2049
1.3675,2874,2684,2001,2019,2047
1.3700,2874,2684,2002,2018,2047
1.3725,2875,2684,2003,2019,2046
1.3750,2874,2685,2004,2019,2046
1.3775,2874,2686,2003,2019,2045
1.3800,2874,2686,2003,2019,2045
1.3825,2874,2687,2004,2018,2044
1.3850,2874,2688,2003,2018,2044
1.3875,2874,2688,2005,2019,2044
1.3900,2874,2688,2005,2018,2044
1.3925,2875,2688,2005,2018,2044
1.3950,2874,2690,2006,2019,2044
1.3975,2874,2689,2006,2019,2044
1.4000,2874,2690,2007,2020,2044
1.4025,2874,2690,2006,2019,2044
1.4050,2874,2690,2005,2019,2044
1.4075,2875,2692,2005,2019,2044
1.4100,2874,2692,2005,2019,2044
1.4125,2874,2692,2006,2020,2045
1.4150,2875,2693,2006,2019,2045
1.4175,2874,2693,2007,2019,2047
1.4200,2874,2695,2007,2019,2046
1.4225,2874,2694,2006,2020,2047
1.4250,2874,2695,2006,2020,2047
1.4275,2874,2696,2005,2020,2047
1.4300,2874,2696,2006,2019,2048
1.4325,2874,2697,2008,2020,2049
1.4350,2874,2698,2010,2020,2050
1.4375,2874,2698,2009,2021,2051
1.4400,2874,2698,2008,2021,2051
1.4425,2874,2700,2006,2021,2052
1.4450,2874,2700,2006,2020,2052
1.4475,2875,2700,2006,2022,2052
1.4500,2874,2700,2008,2021,2053
1.4525,2875,2701,2006,2021,2053
1.4550,2874,2701,2007,2021,2053
1.4575,2874,2702,2006,2022,2053
1.4600,2874,2703,2007,2022,2053
1.4625,2874,2703,2008,2021,2053
1.4650,2874,2704,2009,2021,2053
1.4675,2874,2704,2011,2021,2053
1.4700,2875,2706,2012,2021,2053
1.4725,2874,2706,2012,2022,2053
1.4750,2874,2706,2013,2022,2053
1.4775,2874,2707,2011,2022,2052
1.4800,2874,2708,2012,2022,2051
1.4825,2874,2709,2013,2022,2052
1.4850,2874,2709,2012,2023,2052
1.4875,2874,2709,2014,2023,2052
1.4900,2874,2711,2014,2022,2051
1.4925,2874,2711,2013,2023,2052
1.4950,2874,2711,2015,2023,2051
1.4975,2874,2712,2014,2022,2052
1.5000,2874,2715,2015,2023,2051
1.5025,2875,2715,2015,2023,2051
1.5050,2874,2716,2015,2023,2051
1.5075,2874,2716,2015,2024,2050
1.5100,2874,2718,2016,2023,2051
1.5125,2874,2717,2016,2023,2051
1.5150,2874,2719,2016,2023,2050
1.5175,2874,2718,2016,2022,2050
1.5200,2874,2720,2016,2024,2050
1.5225,2874,2719,2016,2024,2050
1.5250,2874,2719,2017,2024,2049
1.5275,2874,2720,2016,2023,2050
1.5300,2874,2720,2016,2024,2049
1.5325,2874,2720,2016,2023,2050
1.5350,2874,2720,2016,2024,2050
1.5375,2874,2721,2017,2024,2050
1.5400,2874,2720,2016,2024,2049
1.5425,2874,2720,2016,2023,2050
1.5450,2874,2721,2017,2023,2050
1.5475,2874,2721,2017,2024,2049
1.5500,2874,2721,2018,2023,2049
1.5525,2874,2723,2017,2024,2050
1.5550,2874,2722,2017,2024,2049
1.5575,2874,2723,2018,2024,2050
1.5600,2874,2723,2017,2024,2050
1.5625,2874,2724,2020,2024,2049
1.5650,2874,2723,2019,2023,2049
1.5675,2875,2724,2019,2024,2049
1.5700,2875,2725,2018,2024,2050
1.5725,2874,2724,2018,2024,2050
1.5750,2874,2725,2020,2024,2049
1.5775,2874,2725,2018,2024,2050
1.5800,2874,2726,2018,2024,2050
1.5825,2874,2727,2019,2024,2049
1.5850,2874,2728,2020,2024,2049
1.5875,2874,2727,2022,2024,2049
1.5900,2874,2728,2021,2024,2050
1.5925,2874,2728,2019,2023,2050
1.5950,2874,2728,2019,2023,2050
1.5975,2874,2729,2021,2023,2050
1.6000,2874,2729,2022,2024,2049
1.6025,2874,2730,2021,2024,2049
1.6050,2874,2730,2023,2024,2048
1.6075,2874,2730,2023,2024,2047
1.6100,2875,2731,2023,2024,2047
1.6125,2875,2731,2023,2025,2043
1.6150,2874,2732,2020,2024,2038
1.6175,2874,2732,2021,2024,2034
1.6200,2874,2732,2020,2024,2032
1.6225,2874,2733,2020,2024,2029
1.6250,2874,2732,2023,2024,2028
1.6275,2875,2734,2022,2024,2027
1.6300,2874,2734,2023,2024,2026
1.6325,2874,2734,2023,2024,2025
1.6350,2874,2734,2024,2024,2025
1.6375,2874,2735,2025,2024,2024
1.6400,2874,2735,2023,2024,2023
1.6425,2874,2735,2023,2023,2023
1.6450,2874,2737,2024,2023,2023
1.6475,2874,2736,2024,2024,2023
1.6500,2874,2736,2025,2024,2026
1.6525,2874,2736,2025,2024,2028
1.6550,2874,2737,2026,2024,2030
1.6575,2874,2739,2026,2023,2032
1.6600,2874,2738,2026,2022,2033
1.6625,2875,2738,2026,2024,2034
1.6650,2874,2739,2026,2023,2035
1.6675,2874,2738,2026,2023,2036
1.6700,2875,2738,2027,2023,2036
1.6725,2874,2740,2027,2022,2036
1.6750,2874,2741,2028,2023,2037
1.6775,2874,2740,2027,2023,2037
1.6800,2874,2741,2028,2023,2037
1.6825,2874,2742,2027,2022,2037
1.6850,2874,2742,2027,2023,2037
1.6875,2875,2742,2027,2023,2037
1.6900,2874,2742,2027,2022,2037
1.6925,2874,2743,2027,2022,2037
1.6950,2874,2743,2028,2023,2037
1.6975,2874,2743,2027,2021,2037
1.7000,2874,2742,2027,2022,2038
1.7025,2874,2742,2026,2022,2038
1.7050,2874,2743,2024,2022,2038
1.7075,2874,2744,2025,2021,2038
1.7100,2874,2744,2025,2022,2038
1.7125,2875,2744,2027,2021,2038
1.7150,2874,2745,2026,2022,2038
1.7175,2874,2745,2027,2021,2038
